test_item_id|test_class_id|parent_id|test_item_set_section_id|item_name
22002|7|20324|20310|Vehicle structure
22003|3|20106|20106|Rear wheel steering
22003|4|20106|20106|Rear wheel steering
22003|5|20106|20106|Rear wheel steering
22003|7|20106|20106|Rear wheel steering
25000|1|0|25000|Identification of the vehicle
25000|2|0|25000|Identification of the vehicle
25001|1|25000|25000|Registration plate
25001|2|25000|25000|Registration plate
25002|1|25000|25000|Vehicle identification number
25002|2|25000|25000|Vehicle identification number
25003|1|0|25003|Motorcycle brakes
25003|2|0|25003|Motorcycle brakes
25004|1|25003|25003|Pedal or hand lever
25004|2|25003|25003|Pedal or hand lever
25005|1|25004|25003|Pedal
25005|2|25004|25003|Pedal
25006|1|25004|25003|Handlebar lever
25006|2|25004|25003|Handlebar lever
25007|1|25003|25003|Hydraulic systems
25007|2|25003|25003|Hydraulic systems
25008|1|25007|25003|Master cylinder
25008|2|25007|25003|Master cylinder
25009|1|25007|25003|Fluid reservoir
25009|2|25007|25003|Fluid reservoir
25010|1|25007|25003|Brake fluid 
25010|2|25007|25003|Brake fluid 
25011|1|25007|25003|Rigid brake pipes
25011|2|25007|25003|Rigid brake pipes
25012|1|25007|25003|Flexible brake hoses
25012|2|25007|25003|Flexible brake hoses
25013|1|25007|25003|Servo
25013|2|25007|25003|Servo
25014|1|25003|25003|Linings and pads
25014|2|25003|25003|Linings and pads
25015|1|25014|25003|Brake linings
25015|2|25014|25003|Brake linings
25016|1|25014|25003|Brake pads
25016|2|25014|25003|Brake pads
25017|1|25003|25003|Discs and drums
25017|2|25003|25003|Discs and drums
25018|1|25017|25003|Brake drums
25018|2|25017|25003|Brake drums
25019|1|25017|25003|Brake discs
25019|2|25017|25003|Brake discs
25020|1|25017|25003|Brake back plates
25020|2|25017|25003|Brake back plates
25021|1|25003|25003|Cables, rods, levers and linkages
25021|2|25003|25003|Cables, rods, levers and linkages
25022|1|25021|25003|Rod
25022|2|25021|25003|Rod
25023|1|25021|25003|Cable
25023|2|25021|25003|Cable
25024|1|25021|25003|Lever
25024|2|25021|25003|Lever
25025|1|25021|25003|Linkage
25025|2|25021|25003|Linkage
25026|1|25021|25003|Reaction bracket
25026|2|25021|25003|Reaction bracket
25027|1|25021|25003|Clevis joint
25027|2|25021|25003|Clevis joint
25028|1|25021|25003|Pivot
25028|2|25021|25003|Pivot
25029|1|25003|25003|Calipers and cylinders
25029|2|25003|25003|Calipers and cylinders
25030|1|25029|25003|Brake calipers
25030|2|25029|25003|Brake calipers
25031|1|25029|25003|Brake cylinders
25031|2|25029|25003|Brake cylinders
25032|1|25003|25003|Other braking system components
25032|2|25003|25003|Other braking system components
25033|1|25003|25003|Brake performance
25033|2|25003|25003|Brake performance
25034|1|25033|25003|Brake performance not tested
25034|2|25033|25003|Brake performance not tested
25035|1|25033|25003|Roller brake test
25035|2|25033|25003|Roller brake test
25036|1|25033|25003|Plate brake test
25036|2|25033|25003|Plate brake test
25037|1|25033|25003|Floor test
25037|2|25033|25003|Floor test
25038|1|25033|25003|Gradient
25038|2|25033|25003|Gradient
25039|1|25033|25003|Decelerometer test
25039|2|25033|25003|Decelerometer test
25040|1|25003|25003|Brake efficiency (sp)
25040|2|25003|25003|Brake efficiency (sp)
25041|1|25040|25003|Roller brake test
25041|2|25040|25003|Roller brake test
25042|1|25040|25003|Plate brake test
25042|2|25040|25003|Plate brake test
25043|1|25040|25003|Floor test
25043|2|25040|25003|Floor test
25044|1|25040|25003|Gradient
25044|2|25040|25003|Gradient
25045|1|25040|25003|Decelerometer test
25045|2|25040|25003|Decelerometer test
25046|1|0|25046|Motorcycle steering 
25046|2|0|25046|Motorcycle steering 
25047|1|25046|25046|Steering operation and linkage
25047|2|25046|25046|Steering operation and linkage
25048|1|25047|25046|Operation
25048|2|25047|25046|Operation
25049|1|25047|25046|Linkage
25049|2|25047|25046|Linkage
25050|1|25047|25046|Ball joints
25050|2|25047|25046|Ball joints
25051|1|25047|25046|Damper
25051|2|25047|25046|Damper
25052|1|25047|25046|Locking devices
25052|2|25047|25046|Locking devices
25053|1|25046|25046|Handlebar, forks and yokes
25053|2|25046|25046|Handlebar, forks and yokes
25054|1|25053|25046|Handlebars
25054|2|25053|25046|Handlebars
25055|1|25053|25046|Forks
25055|2|25053|25046|Forks
25056|1|25053|25046|Fork yoke
25056|2|25053|25046|Fork yoke
25057|1|25053|25046|Headbearings
25057|2|25053|25046|Headbearings
25058|1|25046|25046|Wheel alignment
25058|2|25046|25046|Wheel alignment
25059|1|25058|25046|Wheel alignment
25059|2|25058|25046|Wheel alignment
25060|1|25058|25046|Sidecar wheel alignment
25060|2|25058|25046|Sidecar wheel alignment
25061|1|0|25061|Motorcycle lamps and reflectors
25061|2|0|25061|Motorcycle lamps and reflectors
25062|1|25061|25061|Headlamps
25062|2|25061|25061|Headlamps
25063|1|25062|25061|Headlamp
25063|2|25062|25061|Headlamp
25064|1|25062|25061|Switch
25064|2|25062|25061|Switch
25065|1|25062|25061|Dipswitch
25065|2|25062|25061|Dipswitch
25066|1|25061|25061|Headlamp aim
25066|2|25061|25061|Headlamp aim
25067|1|25061|25061|Headlamp aim not tested
25067|2|25061|25061|Headlamp aim not tested
25068|1|25061|25061|Position lamps
25068|2|25061|25061|Position lamps
25069|1|25068|25061|Position lamp
25069|2|25068|25061|Position lamp
25070|1|25068|25061|All position lamps
25070|2|25068|25061|All position lamps
25071|1|25068|25061|Switch
25071|2|25068|25061|Switch
25072|1|25061|25061|Stop lamp
25072|2|25061|25061|Stop lamp
25073|1|25061|25061|Direction indicators
25073|2|25061|25061|Direction indicators
25074|1|25073|25061|Individual direction indicators
25074|2|25073|25061|Individual direction indicators
25076|1|25073|25061|Tell tale
25076|2|25073|25061|Tell tale
25077|1|25073|25061|Switch
25077|2|25073|25061|Switch
25078|1|25073|25061|All direction indicators
25078|2|25073|25061|All direction indicators
25079|1|25061|25061|Registration plate lamp
25079|2|25061|25061|Registration plate lamp
25080|1|25061|25061|Rear reflectors
25080|2|25061|25061|Rear reflectors
25081|1|0|25081|Motorcycle suspension
25081|2|0|25081|Motorcycle suspension
25082|1|25081|25081|Wheel bearings
25082|2|25081|25081|Wheel bearings
25083|1|25081|25081|Suspension
25083|2|25081|25081|Suspension
25084|1|25083|25081|Springs
25084|2|25083|25081|Springs
25085|1|25083|25081|Shock absorbers
25085|2|25083|25081|Shock absorbers
25086|1|25083|25081|Suspension arms
25086|2|25083|25081|Suspension arms
25087|1|25086|25081|Condition
25087|2|25086|25081|Condition
25088|1|25086|25081|Attachment/mounting
25088|2|25086|25081|Attachment/mounting
25089|1|25086|25081|Pins/bushes/ball joints
25089|2|25086|25081|Pins/bushes/ball joints
25090|1|25083|25081|Suspension rods
25090|2|25083|25081|Suspension rods
25091|1|25090|25081|Condition
25091|2|25090|25081|Condition
25092|1|25090|25081|Attachment/mounting
25092|2|25090|25081|Attachment/mounting
25093|1|25090|25081|Pins/bushes/ball joints
25093|2|25090|25081|Pins/bushes/ball joints
25094|1|25083|25081|Other suspension component
25094|2|25083|25081|Other suspension component
25095|1|25094|25081|Condition
25095|2|25094|25081|Condition
25096|1|25094|25081|Attachment/mounting
25096|2|25094|25081|Attachment/mounting
25097|1|25094|25081|Pins/bushes/ball joints
25097|2|25094|25081|Pins/bushes/ball joints
25098|1|0|25098|Motorcycle wheels
25098|2|0|25098|Motorcycle wheels
25099|1|25098|25098|Condition
25099|2|25098|25098|Condition
25100|1|25098|25098|Attachment
25100|2|25098|25098|Attachment
25101|1|25098|25098|Hub
25101|2|25098|25098|Hub
25102|1|0|25102|Motorcycle tyres
25102|2|0|25102|Motorcycle tyres
25103|1|25102|25102|Fitment
25103|2|25102|25102|Fitment
25104|1|25102|25102|Condition
25104|2|25102|25102|Condition
25105|1|0|25105|Motorcycle structure and attachments
25105|2|0|25105|Motorcycle structure and attachments
25106|1|25105|25105|Motorcycle structure
25106|2|25105|25105|Motorcycle structure
25107|1|25105|25105|Sidecar structure
25107|2|25105|25105|Sidecar structure
25108|1|25105|25105|Exhaust system
25108|2|25105|25105|Exhaust system
25109|1|25105|25105|Fuel system
25109|2|25105|25105|Fuel system
25110|1|25109|25105|Tank
25110|2|25109|25105|Tank
25111|1|25109|25105|Hose
25111|2|25109|25105|Hose
25112|1|25109|25105|Pipe
25112|2|25109|25105|Pipe
25113|1|25109|25105|Fuel cap
25113|2|25109|25105|Fuel cap
25114|1|25109|25105|System
25114|2|25109|25105|System
25115|1|25105|25105|Motorcycle drive system
25115|2|25105|25105|Motorcycle drive system
25116|1|25115|25105|Drive chain
25116|2|25115|25105|Drive chain
25117|1|25115|25105|Drive belt
25117|2|25115|25105|Drive belt
25118|1|25115|25105|Chain guard
25118|2|25115|25105|Chain guard
25119|1|25115|25105|Belt guard
25119|2|25115|25105|Belt guard
25120|1|25105|25105|Motorcycle engine mountings
25120|2|25105|25105|Motorcycle engine mountings
25121|1|25105|25105|Motorcycle seats and riding controls
25121|2|25105|25105|Motorcycle seats and riding controls
25122|1|25121|25105|Riders seat
25122|2|25121|25105|Riders seat
25123|1|25121|25105|Pillion seat
25123|2|25121|25105|Pillion seat
25124|1|25121|25105|Riding controls
25124|2|25121|25105|Riding controls
25125|1|25124|25105|Throttle
25125|2|25124|25105|Throttle
25126|1|25124|25105|Clutch lever
25126|2|25124|25105|Clutch lever
25127|1|25105|25105|Footrests
25127|2|25105|25105|Footrests
25128|1|0|25128|Motorcycle audible warning (Horn)
25128|2|0|25128|Motorcycle audible warning (Horn)
25129|1|25102|25102|Valve stem
25129|2|25102|25102|Valve stem
