rfr_id|test_class_id|test_item_id|minor_item|rfr_deficiency_category|rfr_desc|rfr_loc_marker|rfr_insp_manual_desc|rfr_advisory_text|test_item_set_section_id
1131|5|503|Y|Pre-EU Directive|assembly inappropriately modified|N|A towbar assembly inappropriately repaired or modified such that it is likely to adversely affect the roadworthiness of the vehicle/trailer combination|assembly modified but not inappropriately|501
1131|7|503|Y|Pre-EU Directive|assembly inappropriately modified|N|A towbar assembly inappropriately repaired or modified such that it is likely to adversely affect the roadworthiness of the vehicle/trailer combination|assembly modified but not inappropriately|501
1501|3|502|Y|Pre-EU Directive|retaining device insecure|N|Retaining device missing or insecure||501
1501|4|502|Y|Pre-EU Directive|retaining device insecure|N|Retaining device missing or insecure||501
1501|5|502|Y|Pre-EU Directive|retaining device insecure|N|Retaining device missing or insecure||501
1501|7|502|Y|Pre-EU Directive|retaining device insecure|N|Retaining device missing or insecure||501
1502|3|1001|Y|Pre-EU Directive|locating pin excessively worn|N|Excessive play or wear in a locating or swivel pin or bracket|locating pin slightly worn|501
1502|4|1001|Y|Pre-EU Directive|locating pin excessively worn|N|Excessive play or wear in a locating or swivel pin or bracket|locating pin slightly worn|501
1502|5|1001|Y|Pre-EU Directive|locating pin excessively worn|N|Excessive play or wear in a locating or swivel pin or bracket|locating pin slightly worn|501
1502|7|1001|Y|Pre-EU Directive|locating pin excessively worn|N|Excessive play or wear in a locating or swivel pin or bracket|locating pin slightly worn|501
1503|3|504|Y|Pre-EU Directive|swivel pin insecure|N|A locating or swivel pin missing or insecure||501
1503|4|504|Y|Pre-EU Directive|swivel pin insecure|N|A locating or swivel pin missing or insecure||501
1503|5|504|Y|Pre-EU Directive|swivel pin insecure|N|A locating or swivel pin missing or insecure||501
1503|7|504|Y|Pre-EU Directive|swivel pin insecure|N|A locating or swivel pin missing or insecure||501
1504|3|504|Y|Pre-EU Directive|swivel pin retaining device missing|N|a locating or swivel pin retaining device missing or insecure||501
1504|4|504|Y|Pre-EU Directive|swivel pin retaining device missing|N|a locating or swivel pin retaining device missing or insecure||501
1504|5|504|Y|Pre-EU Directive|swivel pin retaining device missing|N|a locating or swivel pin retaining device missing or insecure||501
1504|7|504|Y|Pre-EU Directive|swivel pin retaining device missing|N|a locating or swivel pin retaining device missing or insecure||501
1505|3|505|N|Pre-EU Directive|excessively corroded within 30cm of towbar mounting|N|Any deliberate modification, excessive corrosion, damage, fracture or inadequate repair of a load bearing structure or supporting panelling within 30cm of the towbar mountings, which affects its strength to the extent that the security of attachment|slightly corroded within 30cm of towbar mounting|501
1505|4|505|N|Pre-EU Directive|excessively corroded within 30cm of towbar mounting|N|Any deliberate modification, excessive corrosion, damage, fracture or inadequate repair of a load bearing structure or supporting panelling within 30cm of the towbar mountings, which affects its strength to the extent that the security of attachment|slightly corroded within 30cm of towbar mounting|501
1505|5|505|N|Pre-EU Directive|excessively corroded within 30cm of towbar mounting|N|Any deliberate modification, excessive corrosion, damage, fracture or inadequate repair of a load bearing structure or supporting panelling within 30cm of the towbar mountings, which affects its strength to the extent that the security of attachment|slightly corroded within 30cm of towbar mounting|501
1505|7|505|N|Pre-EU Directive|excessively corroded within 30cm of towbar mounting|N|Any deliberate modification, excessive corrosion, damage, fracture or inadequate repair of a load bearing structure or supporting panelling within 30cm of the towbar mountings, which affects its strength to the extent that the security of attachment|slightly corroded within 30cm of towbar mounting|501
1506|5|502|Y|Pre-EU Directive|locking device insecure|N|Locking device missing, insecure, inadequate or damaged to the extent that its operation is impaired.||501
1507|5|502|Y|Pre-EU Directive|locking device inadequate|N|Locking device missing, insecure, inadequate or damaged to the extent that its operation is impaired.||501
1508|5|503|Y|Pre-EU Directive|quick release mechanism does not secure the tow ball arm as intended|N|A quick release mechanism that it does not secure the tow ball arm as intended.||501
1509|5|1001|Y|Pre-EU Directive|locating pin excessively worn|N|Excessive play or wear in a locating or swivel pin or bracket|locating pin slightly worn|501
1510|5|1001|Y|Pre-EU Directive|bracket excessively worn|N|Excessive play or wear in a locating or swivel pin or bracket|bracket slightly worn|501
1511|5|504|Y|Pre-EU Directive|swivel pin missing|N|A locating or swivel pin missing or insecure||501
1512|5|504|Y|Pre-EU Directive|swivel pin excessively worn|N|Excessive play or wear in a locating or swivel pin or bracket|swivel pin slightly worn|501
1513|5|504|Y|Pre-EU Directive|swivel bracket excessively worn|N|Excessive play or wear in a locating or swivel pin or bracket|swivel bracket slightly worn|501
1514|5|505|N|Pre-EU Directive|fractured seriously affecting its strength within 30cm of towbar mounting|N|Any deliberate modification, excessive corrosion, damage, fracture or inadequate repair of a load bearing structure or supporting panelling within 30cm of the towbar mountings, which affects its strength to the extent that the security of attachment|fractured not seriously affecting its strength with 30cm of a towbar mounting|501
1515|3|5311|N|Pre-EU Directive|missing|Y|a radius arm missing where one is fitted as standard||5190
1515|4|5311|N|Pre-EU Directive|missing|Y|a radius arm missing where one is fitted as standard||5190
1515|5|5311|N|Pre-EU Directive|missing|Y|a radius arm missing where one is fitted as standard||5190
1515|7|5311|N|Pre-EU Directive|missing|Y|a radius arm missing where one is fitted as standard||5190
1516|3|5011|Y|Pre-EU Directive|has a product on the light source so it is not visible from a reasonable distance|N|a mandatory rear fog lamp not visible from a reasonable distance due to excessive damage, deterioration, or having products on the lens or light source|has a product on the light source but not adversely affecting light output|5000
1516|4|5011|Y|Pre-EU Directive|has a product on the light source so it is not visible from a reasonable distance|N|a mandatory rear fog lamp not visible from a reasonable distance due to excessive damage, deterioration, or having products on the lens or light source|has a product on the light source but not adversely affecting light output|5000
1516|5|5011|Y|Pre-EU Directive|has a product on the light source so it is not visible from a reasonable distance|N|a mandatory rear fog lamp not visible from a reasonable distance due to excessive damage, deterioration, or having products on the lens or light source|has a product on the light source but not adversely affecting light output|5000
1516|7|5011|Y|Pre-EU Directive|has a product on the light source so it is not visible from a reasonable distance|N|a mandatory rear fog lamp not visible from a reasonable distance due to excessive damage, deterioration, or having products on the lens or light source|has a product on the light source but not adversely affecting light output|5000
1517|3|5021|Y|Pre-EU Directive|has a product on the lens so that the  light output is severely reduced|Y|an obligatory headlamp inoperative, excessively damaged or deteriorated or has a product on the lens or light source so that the light output is well below that required to illuminate the road ahead|has a product on the lens but not seriously reducing light output|5000
1517|4|5021|Y|Pre-EU Directive|has a product on the lens so that the  light output is severely reduced|Y|an obligatory headlamp inoperative, excessively damaged or deteriorated or has a product on the lens or light source so that the light output is well below that required to illuminate the road ahead|has a product on the lens but not seriously reducing light output|5000
1517|5|5021|Y|Pre-EU Directive|has a product on the lens so that the  light output is severely reduced|Y|an obligatory headlamp inoperative, excessively damaged or deteriorated or has a product on the lens or light source so that the light output is well below that required to illuminate the road ahead|has a product on the lens but not seriously reducing light output|5000
1517|7|5021|Y|Pre-EU Directive|has a product on the lens so that the  light output is severely reduced|Y|an obligatory headlamp inoperative, excessively damaged or deteriorated or has a product on the lens or light source so that the light output is well below that required to illuminate the road ahead|has a product on the lens but not seriously reducing light output|5000
1518|3|5041|Y|Pre-EU Directive|have less than 50% of the light sources illuminating|N|a direction indicator inoperative or less than 50% of the light sources illuminating|has light sources not illuminating, but not more than 50%|5000
1518|4|5041|Y|Pre-EU Directive|have less than 50% of the light sources illuminating|N|a direction indicator inoperative or less than 50% of the light sources illuminating|has light sources not illuminating, but not more than 50%|5000
