rfr_id|test_class_id|test_item_id|minor_item|rfr_deficiency_category|rfr_desc|rfr_loc_marker|rfr_insp_manual_desc|rfr_advisory_text|test_item_set_section_id
4|1|3|Y|Pre-EU Directive|missing|N|an obligatory lamp missing||1
4|2|3|Y|Pre-EU Directive|missing|N|an obligatory lamp missing||1
5|1|3|Y|Pre-EU Directive|damaged and function impaired|N|so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
5|2|3|Y|Pre-EU Directive|damaged and function impaired|N|so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
6|1|3|Y|Pre-EU Directive|deteriorated and function impaired|N|so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
6|2|3|Y|Pre-EU Directive|deteriorated and function impaired|N|so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
7|1|3|Y|Pre-EU Directive|insecure|N|an insecure lamp||1
7|2|3|Y|Pre-EU Directive|insecure|N|an insecure lamp||1
8|1|3|Y|Pre-EU Directive|obscured more than 50%|N|is obscured or does not face the front or rear as appropriate|obscured but not more than 50%|1
8|2|3|Y|Pre-EU Directive|obscured more than 50%|N|is obscured or does not face the front or rear as appropriate|obscured but not more than 50%|1
9|1|3|Y|Pre-EU Directive|does not face the front|N|is obscured or does not face the front or rear as appropriate||1
9|2|3|Y|Pre-EU Directive|does not face the front|N|is obscured or does not face the front or rear as appropriate||1
10|1|3|Y|Pre-EU Directive|incorrect colour|N|a front position lamp shows a light other than WHITE to the front, (or yellow if incorporated in a yellow headlamp)|slightly discoloured|1
10|2|3|Y|Pre-EU Directive|incorrect colour|N|a front position lamp shows a light other than WHITE to the front, (or yellow if incorporated in a yellow headlamp)|slightly discoloured|1
11|1|3|Y|Pre-EU Directive|does not illuminate immediately when switched on|N|a lamp which does not illuminate immediately it is switched on||1
11|2|3|Y|Pre-EU Directive|does not illuminate immediately when switched on|N|a lamp which does not illuminate immediately it is switched on||1
12|1|9|Y|Pre-EU Directive|do not illuminate immediately when switched on|N|a lamp which does not illuminate immediately it is switched on||1
12|2|9|Y|Pre-EU Directive|do not illuminate immediately when switched on|N|a lamp which does not illuminate immediately it is switched on||1
13|1|3|Y|Pre-EU Directive|adversely affected by the operation of another lamp|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|1
13|2|3|Y|Pre-EU Directive|adversely affected by the operation of another lamp|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|1
14|1|3|Y|Pre-EU Directive|adversely affected by the operation of the horn|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of the horn|1
14|2|3|Y|Pre-EU Directive|adversely affected by the operation of the horn|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of the horn|1
15|1|9|Y|Pre-EU Directive|adversely affected by the operation of another lamp|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|1
15|2|9|Y|Pre-EU Directive|adversely affected by the operation of another lamp|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|1
16|1|9|Y|Pre-EU Directive|adversely affected by the operation of the horn|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of the horn|1
16|2|9|Y|Pre-EU Directive|adversely affected by the operation of the horn|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of the horn|1
17|1|3|Y|Pre-EU Directive|flickers when tapped lightly by hand|N|flickers when tapped lightly by hand||1
17|2|3|Y|Pre-EU Directive|flickers when tapped lightly by hand|N|flickers when tapped lightly by hand||1
18|1|4|Y|Pre-EU Directive|incorrect colour|N|a rear position lamp shows a light other than RED to the rear|slightly discoloured|1
18|2|4|Y|Pre-EU Directive|incorrect colour|N|a rear position lamp shows a light other than RED to the rear|slightly discoloured|1
19|1|4|Y|Pre-EU Directive|does not face the rear|N|is obscured or does not face the front or rear as appropriate||1
19|2|4|Y|Pre-EU Directive|does not face the rear|N|is obscured or does not face the front or rear as appropriate||1
20|1|6|Y|Pre-EU Directive|does not face the rear|N|is obscured or does not face the front or rear as appropriate||1
20|2|6|Y|Pre-EU Directive|does not face the rear|N|is obscured or does not face the front or rear as appropriate||1
22|1|4|Y|Pre-EU Directive|missing|N|missing||1
22|2|4|Y|Pre-EU Directive|missing|N|missing||1
23|1|4|Y|Pre-EU Directive|damaged and function impaired|N|so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
23|2|4|Y|Pre-EU Directive|damaged and function impaired|N|so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
24|1|4|Y|Pre-EU Directive|deteriorated and function impaired|N|so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
24|2|4|Y|Pre-EU Directive|deteriorated and function impaired|N|so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
25|1|4|Y|Pre-EU Directive|insecure|N|an insecure lamp||1
25|2|4|Y|Pre-EU Directive|insecure|N|an insecure lamp||1
26|1|4|Y|Pre-EU Directive|obscured more than 50%|N|is obscured or does not face the front or rear as appropriate|obscured but not more than 50%|1
26|2|4|Y|Pre-EU Directive|obscured more than 50%|N|is obscured or does not face the front or rear as appropriate|obscured but not more than 50%|1
28|1|4|Y|Pre-EU Directive|does not illuminate immediately when it is switched on|N|a lamp which does not illuminate immediately it is switched on||1
28|2|4|Y|Pre-EU Directive|does not illuminate immediately when it is switched on|N|a lamp which does not illuminate immediately it is switched on||1
29|1|4|Y|Pre-EU Directive|adversely affected by the operation of another lamp|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|1
29|2|4|Y|Pre-EU Directive|adversely affected by the operation of another lamp|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|1
30|1|4|Y|Pre-EU Directive|adversely affected by the operation of the horn|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of the horn|1
30|2|4|Y|Pre-EU Directive|adversely affected by the operation of the horn|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of the horn|1
31|1|4|Y|Pre-EU Directive|flickers when tapped lightly by hand|N|flickers when tapped lightly by hand||1
31|2|4|Y|Pre-EU Directive|flickers when tapped lightly by hand|N|flickers when tapped lightly by hand||1
32|1|6|Y|Pre-EU Directive|incorrect colour|N|a rear position lamp shows a light other than RED to the rear|slightly discoloured|1
32|2|6|Y|Pre-EU Directive|incorrect colour|N|a rear position lamp shows a light other than RED to the rear|slightly discoloured|1
33|1|5|Y|Pre-EU Directive|missing|N|missing||1
33|2|5|Y|Pre-EU Directive|missing|N|missing||1
34|1|5|Y|Pre-EU Directive|damaged and function impaired|N|so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
34|2|5|Y|Pre-EU Directive|damaged and function impaired|N|so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
35|1|5|Y|Pre-EU Directive|deteriorated and function impaired|N|so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
35|2|5|Y|Pre-EU Directive|deteriorated and function impaired|N|so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
36|1|5|Y|Pre-EU Directive|insecure|N|an insecure lamp||1
36|2|5|Y|Pre-EU Directive|insecure|N|an insecure lamp||1
37|1|5|Y|Pre-EU Directive|obscured more than 50%|N|is obscured or does not face the front or rear as appropriate|obscured but not more than 50%|1
37|2|5|Y|Pre-EU Directive|obscured more than 50%|N|is obscured or does not face the front or rear as appropriate|obscured but not more than 50%|1
38|1|5|Y|Pre-EU Directive|does not face the front|N|is obscured or does not face the front or rear as appropriate||1
38|2|5|Y|Pre-EU Directive|does not face the front|N|is obscured or does not face the front or rear as appropriate||1
39|1|5|Y|Pre-EU Directive|incorrect colour|N|a front position lamp shows a light other than WHITE to the front, (or yellow if incorporated in a yellow headlamp)|slightly discoloured|1
39|2|5|Y|Pre-EU Directive|incorrect colour|N|a front position lamp shows a light other than WHITE to the front, (or yellow if incorporated in a yellow headlamp)|slightly discoloured|1
40|1|5|Y|Pre-EU Directive|does not illuminate immediately when it is switched on|N|a lamp which does not illuminate immediately it is switched on||1
40|2|5|Y|Pre-EU Directive|does not illuminate immediately when it is switched on|N|a lamp which does not illuminate immediately it is switched on||1
41|1|5|Y|Pre-EU Directive|adversely affected by the operation of another lamp|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|1
41|2|5|Y|Pre-EU Directive|adversely affected by the operation of another lamp|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|1
42|1|5|Y|Pre-EU Directive|adversely affected by the operation of the horn|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of the horn|1
42|2|5|Y|Pre-EU Directive|adversely affected by the operation of the horn|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of the horn|1
43|1|5|Y|Pre-EU Directive|flickers when tapped lightly by hand|N|flickers when tapped lightly by hand||1
43|2|5|Y|Pre-EU Directive|flickers when tapped lightly by hand|N|flickers when tapped lightly by hand||1
44|1|199|Y|Pre-EU Directive|incorrect colour|N|a rear position lamp shows a light other than RED to the rear|slightly discoloured|195
44|2|199|Y|Pre-EU Directive|incorrect colour|N|a rear position lamp shows a light other than RED to the rear|slightly discoloured|195
45|1|6|Y|Pre-EU Directive|missing|N|missing||1
45|2|6|Y|Pre-EU Directive|missing|N|missing||1
46|1|6|Y|Pre-EU Directive|damaged and function impaired|N|so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
46|2|6|Y|Pre-EU Directive|damaged and function impaired|N|so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
47|1|6|Y|Pre-EU Directive|deteriorated and function impaired|N|so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
47|2|6|Y|Pre-EU Directive|deteriorated and function impaired|N|so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
48|1|6|Y|Pre-EU Directive|insecure|N|an insecure lamp||1
48|2|6|Y|Pre-EU Directive|insecure|N|an insecure lamp||1
49|1|6|Y|Pre-EU Directive|obscured more than 50%|N|is obscured or does not face the front or rear as appropriate|obscured but not more than 50%|1
49|2|6|Y|Pre-EU Directive|obscured more than 50%|N|is obscured or does not face the front or rear as appropriate|obscured but not more than 50%|1
51|1|198|Y|Pre-EU Directive|incorrect colour|N|a front position lamp shows a light other than WHITE to the front, (or yellow if incorporated in a yellow headlamp)|slightly discoloured|195
51|2|198|Y|Pre-EU Directive|incorrect colour|N|a front position lamp shows a light other than WHITE to the front, (or yellow if incorporated in a yellow headlamp)|slightly discoloured|195
52|1|6|Y|Pre-EU Directive|does not illuminate immediately when it is switched on|N|a lamp which does not illuminate immediately it is switched on||1
52|2|6|Y|Pre-EU Directive|does not illuminate immediately when it is switched on|N|a lamp which does not illuminate immediately it is switched on||1
53|1|6|Y|Pre-EU Directive|adversely affected by the operation of another lamp|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|1
53|2|6|Y|Pre-EU Directive|adversely affected by the operation of another lamp|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|1
54|1|6|Y|Pre-EU Directive|adversely affected by the operation of the horn|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of the horn|1
54|2|6|Y|Pre-EU Directive|adversely affected by the operation of the horn|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of the horn|1
55|1|6|Y|Pre-EU Directive|flickers when tapped lightly by hand|N|flickers when tapped lightly by hand||1
55|2|6|Y|Pre-EU Directive|flickers when tapped lightly by hand|N|flickers when tapped lightly by hand||1
56|1|198|Y|Pre-EU Directive|missing|N|missing||195
56|2|198|Y|Pre-EU Directive|missing|N|missing||195
57|1|198|Y|Pre-EU Directive|damaged and function impaired|N|so damaged or deteriorated that its function is impaired|damaged but function not impaired|195
57|2|198|Y|Pre-EU Directive|damaged and function impaired|N|so damaged or deteriorated that its function is impaired|damaged but function not impaired|195
58|1|198|Y|Pre-EU Directive|deteriorated and function impaired|N|so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|195
58|2|198|Y|Pre-EU Directive|deteriorated and function impaired|N|so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|195
59|1|198|Y|Pre-EU Directive|insecure|N|an insecure lamp||195
59|2|198|Y|Pre-EU Directive|insecure|N|an insecure lamp||195
60|1|198|Y|Pre-EU Directive|more than 50% obscured|N|is obscure or does not face the front or rear as appropriate|obscured but not more than 50%|195
60|2|198|Y|Pre-EU Directive|more than 50% obscured|N|is obscure or does not face the front or rear as appropriate|obscured but not more than 50%|195
61|1|198|Y|Pre-EU Directive|does not face the front|N|is obscure or does not face the front or rear as appropriate||195
61|2|198|Y|Pre-EU Directive|does not face the front|N|is obscure or does not face the front or rear as appropriate||195
62|1|198|Y|Pre-EU Directive|does not illuminate immediately when it is switched on|N|a lamp which does not illuminate immediately that it is switched on||195
62|2|198|Y|Pre-EU Directive|does not illuminate immediately when it is switched on|N|a lamp which does not illuminate immediately that it is switched on||195
63|1|198|Y|Pre-EU Directive|adversely affected by the operation of another lamp|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|195
63|2|198|Y|Pre-EU Directive|adversely affected by the operation of another lamp|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|195
64|1|198|Y|Pre-EU Directive|adversely affected by the operation of the horn|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|195
64|2|198|Y|Pre-EU Directive|adversely affected by the operation of the horn|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|195
65|1|198|Y|Pre-EU Directive|flickers when tapped lightly by hand|N|flickers when tapped lightly by hand||195
65|2|198|Y|Pre-EU Directive|flickers when tapped lightly by hand|N|flickers when tapped lightly by hand||195
66|1|199|Y|Pre-EU Directive|missing|N|missing||195
66|2|199|Y|Pre-EU Directive|missing|N|missing||195
67|1|199|Y|Pre-EU Directive|damaged and function impaired|N|so damaged or deteriorated that its function is impaired|damaged but function not impaired|195
67|2|199|Y|Pre-EU Directive|damaged and function impaired|N|so damaged or deteriorated that its function is impaired|damaged but function not impaired|195
68|1|199|Y|Pre-EU Directive|deteriorated and function impaired|N|so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|195
68|2|199|Y|Pre-EU Directive|deteriorated and function impaired|N|so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|195
69|1|199|Y|Pre-EU Directive|insecure|N|an insecure lamp||195
69|2|199|Y|Pre-EU Directive|insecure|N|an insecure lamp||195
70|1|199|Y|Pre-EU Directive|more than 50% obscured|N|is obscure or does not face the front or rear as appropriate|obscured but not more than 50%|195
70|2|199|Y|Pre-EU Directive|more than 50% obscured|N|is obscure or does not face the front or rear as appropriate|obscured but not more than 50%|195
71|1|199|Y|Pre-EU Directive|does not face the rear|N|is obscure or does not face the front or rear as appropriate||195
71|2|199|Y|Pre-EU Directive|does not face the rear|N|is obscure or does not face the front or rear as appropriate||195
72|1|199|Y|Pre-EU Directive|does not illuminate immediately when it is switched on|N|a lamp which does not illuminate immediately that it is switched on||195
72|2|199|Y|Pre-EU Directive|does not illuminate immediately when it is switched on|N|a lamp which does not illuminate immediately that it is switched on||195
73|1|199|Y|Pre-EU Directive|adversely affected by the operation of another lamp|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|195
73|2|199|Y|Pre-EU Directive|adversely affected by the operation of another lamp|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|195
74|1|199|Y|Pre-EU Directive|adversely affected by the operation of the horn|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|195
74|2|199|Y|Pre-EU Directive|adversely affected by the operation of the horn|N|adversely affected by the operation of another lamp or the horn|slightly affected by the operation of another lamp|195
75|1|199|Y|Pre-EU Directive|flickers when tapped lightly by hand|N|flickers when tapped lightly by hand||195
75|2|199|Y|Pre-EU Directive|flickers when tapped lightly by hand|N|flickers when tapped lightly by hand||195
77|1|7|Y|Pre-EU Directive|faulty|N|a switch which is faulty||1
77|2|7|Y|Pre-EU Directive|faulty|N|a switch which is faulty||1
78|1|7|Y|Pre-EU Directive|insecure|N|a switch which is insecure||1
78|2|7|Y|Pre-EU Directive|insecure|N|a switch which is insecure||1
79|1|7|Y|Pre-EU Directive|does not operate the front and rear position lamps|N|a switch which does not operate the front and rear position lamps||1
79|2|7|Y|Pre-EU Directive|does not operate the front and rear position lamps|N|a switch which does not operate the front and rear position lamps||1
88|1|16|Y|Pre-EU Directive|incorrect colour|N|the headlamp does not emit a light which is substantially WHITE or YELLOW in colour|slightly discoloured|1
88|2|16|Y|Pre-EU Directive|incorrect colour|N|the headlamp does not emit a light which is substantially WHITE or YELLOW in colour|slightly discoloured|1
89|1|16|Y|Pre-EU Directive|at least one does not illuminate on dipped beam|N|does not have at least one headlamp which illuminates when selected on dipped beam||1
89|2|16|Y|Pre-EU Directive|at least one does not illuminate on dipped beam|N|does not have at least one headlamp which illuminates when selected on dipped beam||1
90|1|16|Y|Pre-EU Directive|at least one does not illuminate on main beam|N|does not have at least one headlamp which illuminates when selected on main beam||1
90|2|16|Y|Pre-EU Directive|at least one does not illuminate on main beam|N|does not have at least one headlamp which illuminates when selected on main beam||1
91|1|16|Y|Pre-EU Directive|main beam affected by the operation of another lamp|N|either beam as selected is affected by the operation of another lamp or the horn, or which flickers when tapped lightly by hand||1
91|2|16|Y|Pre-EU Directive|main beam affected by the operation of another lamp|N|either beam as selected is affected by the operation of another lamp or the horn, or which flickers when tapped lightly by hand||1
92|1|16|Y|Pre-EU Directive|dipped beam affected by the operation of another lamp|N|either beam as selected is affected by the operation of another lamp or the horn, or which flickers when tapped lightly by hand||1
92|2|16|Y|Pre-EU Directive|dipped beam affected by the operation of another lamp|N|either beam as selected is affected by the operation of another lamp or the horn, or which flickers when tapped lightly by hand||1
93|1|16|Y|Pre-EU Directive|main beam affected by the operation of the horn|N|either beam as selected is affected by the operation of another lamp or the horn, or which flickers when tapped lightly by hand||1
93|2|16|Y|Pre-EU Directive|main beam affected by the operation of the horn|N|either beam as selected is affected by the operation of another lamp or the horn, or which flickers when tapped lightly by hand||1
94|1|16|Y|Pre-EU Directive|dipped beam affected by the operation of the horn|N|either beam as selected is affected by the operation of another lamp or the horn, or which flickers when tapped lightly by hand||1
94|2|16|Y|Pre-EU Directive|dipped beam affected by the operation of the horn|N|either beam as selected is affected by the operation of another lamp or the horn, or which flickers when tapped lightly by hand||1
95|1|16|Y|Pre-EU Directive|main beam flickers when tapped lightly by hand|N|either beam as selected is affected by the operation of another lamp or the horn, or which flickers when tapped lightly by hand||1
95|2|16|Y|Pre-EU Directive|main beam flickers when tapped lightly by hand|N|either beam as selected is affected by the operation of another lamp or the horn, or which flickers when tapped lightly by hand||1
96|1|16|Y|Pre-EU Directive|dipped beam flickers when tapped lightly by hand|N|either beam as selected is affected by the operation of another lamp or the horn, or which flickers when tapped lightly by hand||1
96|2|16|Y|Pre-EU Directive|dipped beam flickers when tapped lightly by hand|N|either beam as selected is affected by the operation of another lamp or the horn, or which flickers when tapped lightly by hand||1
97|1|16|Y|Pre-EU Directive|missing|N|a headlamp missing or so damaged or deteriorated that its function is impaired||1
97|2|16|Y|Pre-EU Directive|missing|N|a headlamp missing or so damaged or deteriorated that its function is impaired||1
98|1|16|Y|Pre-EU Directive|damaged and function impaired|N|a headlamp missing or so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
98|2|16|Y|Pre-EU Directive|damaged and function impaired|N|a headlamp missing or so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
99|1|16|Y|Pre-EU Directive|deteriorated and function impaired|N|a headlamp missing or so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
99|2|16|Y|Pre-EU Directive|deteriorated and function impaired|N|a headlamp missing or so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
100|1|16|Y|Pre-EU Directive|insecure|N|an insecure headlamp||1
100|2|16|Y|Pre-EU Directive|insecure|N|an insecure headlamp||1
102|1|17|Y|Pre-EU Directive|faulty|N|A faulty or insecure switch||1
102|2|17|Y|Pre-EU Directive|faulty|N|A faulty or insecure switch||1
103|1|17|Y|Pre-EU Directive|insecure|N|A faulty or insecure switch||1
103|2|17|Y|Pre-EU Directive|insecure|N|A faulty or insecure switch||1
104|1|18|Y|Pre-EU Directive|does not extinquish main beam/s, leaving at least 1 dipped beam headlamp|N|operation of the dip switch does not extinguish all main beam headlamps and leave at least one  dipped beam headlamp.||1
104|2|18|Y|Pre-EU Directive|does not extinquish main beam/s, leaving at least 1 dipped beam headlamp|N|operation of the dip switch does not extinguish all main beam headlamps and leave at least one  dipped beam headlamp.||1
105|1|18|Y|Pre-EU Directive|does not deflect the main beam/s, making them into dipped beam/s|N|operation of the dip switch does not does not deflect the main beams to make them dipped beam/s||1
105|2|18|Y|Pre-EU Directive|does not deflect the main beam/s, making them into dipped beam/s|N|operation of the dip switch does not does not deflect the main beams to make them dipped beam/s||1
107|1|23|Y|Pre-EU Directive|does not illuminate immediately a brake applies|N|does not illuminate immediately a brake applies||1
107|2|23|Y|Pre-EU Directive|does not illuminate immediately a brake applies|N|does not illuminate immediately a brake applies||1
108|1|23|Y|Pre-EU Directive|emits other than a steady red light|N|emits other than a steady red light|slightly discoloured|1
108|2|23|Y|Pre-EU Directive|emits other than a steady red light|N|emits other than a steady red light|slightly discoloured|1
109|1|23|Y|Pre-EU Directive|obscured|N|that is obscured||1
109|2|23|Y|Pre-EU Directive|obscured|N|that is obscured||1
110|1|23|Y|Pre-EU Directive|flickers when tapped lightly by hand|N|flickers when tapped lightly by hand||1
110|2|23|Y|Pre-EU Directive|flickers when tapped lightly by hand|N|flickers when tapped lightly by hand||1
111|1|23|Y|Pre-EU Directive|remains on when the brake is released|N|remains on when the brake is released||1
111|2|23|Y|Pre-EU Directive|remains on when the brake is released|N|remains on when the brake is released||1
112|1|23|Y|Pre-EU Directive|affected by the operation of another lamp|N|the illumination of the stop lamp is affected by the operation of another lamp or the horn||1
112|2|23|Y|Pre-EU Directive|affected by the operation of another lamp|N|the illumination of the stop lamp is affected by the operation of another lamp or the horn||1
113|1|23|Y|Pre-EU Directive|affected by the operation of the horn|N|the illumination of the stop lamp is affected by the operation of another lamp or the horn||1
113|2|23|Y|Pre-EU Directive|affected by the operation of the horn|N|the illumination of the stop lamp is affected by the operation of another lamp or the horn||1
114|1|23|Y|Pre-EU Directive|missing|N|a stop lamp missing or so damaged or deteriorated that its function is impaired||1
114|2|23|Y|Pre-EU Directive|missing|N|a stop lamp missing or so damaged or deteriorated that its function is impaired||1
115|1|23|Y|Pre-EU Directive|damaged and function impaired|N|a stop lamp missing or so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
115|2|23|Y|Pre-EU Directive|damaged and function impaired|N|a stop lamp missing or so damaged or deteriorated that its function is impaired|damaged but function not impaired|1
116|1|23|Y|Pre-EU Directive|deteriorated and function impaired|N|a stop lamp missing or so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
116|2|23|Y|Pre-EU Directive|deteriorated and function impaired|N|a stop lamp missing or so damaged or deteriorated that its function is impaired|deteriorated but function not impaired|1
117|1|23|Y|Pre-EU Directive|insecure|N|insecure||1
117|2|23|Y|Pre-EU Directive|insecure|N|insecure||1
118|1|23|Y|Pre-EU Directive|does not emit a steady light|N|emits other than a steady red light||1
118|2|23|Y|Pre-EU Directive|does not emit a steady light|N|emits other than a steady red light||1
119|1|26|Y|Pre-EU Directive|on motorcycle missing|N|there is not one unobscured  RED reflector (in the case of a motorcycle combination one on the machine and one on the sidecar) positioned to reflect squarely to the rear||1
119|2|26|Y|Pre-EU Directive|on motorcycle missing|N|there is not one unobscured  RED reflector (in the case of a motorcycle combination one on the machine and one on the sidecar) positioned to reflect squarely to the rear||1
120|1|26|Y|Pre-EU Directive|on motorcycle does not reflect squarely to the rear|N|there is not one unobscured  RED reflector (in the case of a motorcycle combination one on the machine and one on the sidecar) positioned to reflect squarely to the rear||1
120|2|26|Y|Pre-EU Directive|on motorcycle does not reflect squarely to the rear|N|there is not one unobscured  RED reflector (in the case of a motorcycle combination one on the machine and one on the sidecar) positioned to reflect squarely to the rear||1
121|1|26|Y|Pre-EU Directive|on motorcycle damaged and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|damaged but function not impaired|1
121|2|26|Y|Pre-EU Directive|on motorcycle damaged and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|damaged but function not impaired|1
122|1|26|Y|Pre-EU Directive|on motorcycle deteriorated and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|deteriorated but function not impaired|1
122|2|26|Y|Pre-EU Directive|on motorcycle deteriorated and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|deteriorated but function not impaired|1
123|1|26|Y|Pre-EU Directive|on motorcycle dirty and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|dirty but function not impaired|1
123|2|26|Y|Pre-EU Directive|on motorcycle dirty and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|dirty but function not impaired|1
124|1|26|Y|Pre-EU Directive|on motorcycle obscured|N|a reflector obscured||1
124|2|26|Y|Pre-EU Directive|on motorcycle obscured|N|a reflector obscured||1
125|1|26|Y|Pre-EU Directive|on motorcycle insecure|N|a reflector insecure||1
125|2|26|Y|Pre-EU Directive|on motorcycle insecure|N|a reflector insecure||1
126|1|26|Y|Pre-EU Directive|on motorcycle incorrectly positioned|N|a reflector obviously incorrectly positioned||1
126|2|26|Y|Pre-EU Directive|on motorcycle incorrectly positioned|N|a reflector obviously incorrectly positioned||1
127|1|26|Y|Pre-EU Directive|on sidecar missing|N|there is not one unobscured  RED reflector (in the case of a motorcycle combination one on the machine and one on the sidecar) positioned to reflect squarely to the rear||1
127|2|26|Y|Pre-EU Directive|on sidecar missing|N|there is not one unobscured  RED reflector (in the case of a motorcycle combination one on the machine and one on the sidecar) positioned to reflect squarely to the rear||1
128|1|26|Y|Pre-EU Directive|on sidecar does not face squarely to the rear|N|there is not one unobscured  RED reflector (in the case of a motorcycle combination one on the machine and one on the sidecar) positioned to reflect squarely to the rear||1
128|2|26|Y|Pre-EU Directive|on sidecar does not face squarely to the rear|N|there is not one unobscured  RED reflector (in the case of a motorcycle combination one on the machine and one on the sidecar) positioned to reflect squarely to the rear||1
129|1|26|Y|Pre-EU Directive|on sidecar damaged and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|damaged but function not impaired|1
129|2|26|Y|Pre-EU Directive|on sidecar damaged and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|damaged but function not impaired|1
130|1|26|Y|Pre-EU Directive|on sidecar deteriorated and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|deteriorated but function not impaired|1
130|2|26|Y|Pre-EU Directive|on sidecar deteriorated and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|deteriorated but function not impaired|1
131|1|26|Y|Pre-EU Directive|on sidecar dirty and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|dirty but function not impaired|1
131|2|26|Y|Pre-EU Directive|on sidecar dirty and function impaired|N|a reflector so damaged, dirty or deteriorated that its function is impaired|dirty but function not impaired|1
132|1|26|Y|Pre-EU Directive|on sidecar obscured|N|a reflector obscured||1
132|2|26|Y|Pre-EU Directive|on sidecar obscured|N|a reflector obscured||1
133|1|26|Y|Pre-EU Directive|on sidecar insecure|N|a reflector insecure||1
133|2|26|Y|Pre-EU Directive|on sidecar insecure|N|a reflector insecure||1
134|1|26|Y|Pre-EU Directive|on sidecar incorrectly positioned|N|a reflector obviously incorrectly positioned||1
134|2|26|Y|Pre-EU Directive|on sidecar incorrectly positioned|N|a reflector obviously incorrectly positioned||1
135|1|201|Y|Pre-EU Directive|missing|N|there is not one unobscured  RED reflector (in the case of a motorcycle combination one on the machine and one on the sidecar) positioned to reflect squarely to the rear||195
